DAS,L_WT,L_RTH3,S_WT,S_RTH3
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,2.61862396570532e-05,0.00219869255106779,0.00684255093924,0.0043745646056
8,3.77748626486526e-05,0.00256262615724774,0.00765645304176143,0.00484291256975
9,4.93634856402521e-05,0.00292655976342769,0.00847035514428286,0.0053112605339
10,6.09521086318515e-05,0.00329049336960765,0.00928425724680429,0.00577960849805
11,7.25407316234509e-05,0.0036544269757876,0.0100981593493257,0.0062479564622
12,8.41293546150504e-05,0.00401836058196755,0.0109120614518471,0.00671630442635
13,9.57179776066498e-05,0.00438229418814751,0.0117259635543686,0.0071846523905
14,0.000107306600598249,0.00474622779432746,0.01253986565689,0.00765300035465
15,0.000154792123116067,0.00553126052948963,0.0140033149110486,0.00858878243207857
16,0.000202277645633885,0.0063162932646518,0.0154667641652071,0.00952456450950714
17,0.000249763168151703,0.00710132599981398,0.0169302134193657,0.0104603465869357
18,0.00029724869066952,0.00788635873497615,0.0183936626735243,0.0113961286643643
19,0.000344734213187338,0.00867139147013832,0.0198571119276829,0.0123319107417929
20,0.000392219735705156,0.00945642420530049,0.0213205611818414,0.0132676928192214
21,0.000439705258222974,0.0102414569404627,0.022784010436,0.01420347489665
22,0.00063423915903196,0.0119287896210129,0.0253806994898057,0.0157604039860786
23,0.000828773059840947,0.013616122301563,0.0279773885436114,0.0173173330755071
24,0.00102330696064993,0.0153034549821132,0.0305740775974171,0.0188742621649357
25,0.00121784086145892,0.0169907876626634,0.0331707666512229,0.0204311912543643
26,0.00141237476226791,0.0186781203432136,0.0357674557050286,0.0219881203437929
27,0.00160690866307689,0.0203654530237638,0.0383641447588343,0.0235450494332214
28,0.00180144256388588,0.022052785704314,0.04096083381264,0.02510197852265
29,0.00259767780943143,0.0256602182526437,0.0458123809319829,0.0278959216088214
30,0.00339391305497699,0.0292676508009734,0.0506639280513257,0.0306898646949929
31,0.00419014830052255,0.032875083349303,0.0555154751706686,0.0334838077811643
